Age,NumberOfDependents,EducationLevel,MaritalStatus,HomeOwnership,ResidencyYears,State,NumberOfDependentsUnder18,EmploymentStatus,EmploymentLengthYears,EmployerType,JobCategory,AnnualIncome,MonthlyGrossIncome,SecondaryMonthlyIncome,TotalMonthlyIncome,IncomeVerified,YearsAtCurrentEmployer,SavingsBalance,CheckingBalance,InvestmentPortfolioValue,PropertyValue,VehicleValue,TotalAssets,MortgageOutstandingBalance,AutoLoanOutstandingBalance,StudentLoanOutstandingBalance,CreditHistoryLengthMonths,NumberOfOpenAccounts,NumberOfCreditCards,TotalCreditLimit,RevolvingUtilizationRate,NumberOfLatePayments30Days,NumberOfLatePayments60Days,NumberOfLatePayments90Days,NumberOfChargeOffs,NumberOfCollections,NumberOfBankruptcies,NumberOfPublicRecords,NumberOfHardInquiries12Mo,NumberOfHardInquiries24Mo,OldestAccountAgeMonths,AverageAccountAgeMonths,NumberOfSatisfactoryAccounts,DebtToIncomeRatio,RequestedLoanAmount,LoanPurpose,RequestedTermMonths,HasCoApplicant,CollateralType,CollateralValue,LoanToIncomeRatio,MonthlyPaymentEstimate,PaymentToIncomeRatio,PreviousLoanWithBank,RiskTier,InterestRate
36,2,HS Diploma,Divorced,Living with Family,3.1,Southwest,0,Full-Time,7.6,Corporate,Management,39608.33,18895.03,1958.42,20853.45,1,6.7,2464.56,4833.28,7457.89,,9914.73,24670.46,,4491.12,20150.04,98.0,7,3,29958.27,0.768,3,0,0,1,2,0.0,0.0,6.0,8,238,143,4,0.4336,18500.0,Debt Consolidation,36,0,None,,0.4671,466.75,0.0224,0,4,24.11
44,1,HS Diploma,Single,Mortgage,7.5,Southeast,1,Retired,2.4,Self,Service,34039.24,19067.99,0.0,19067.99,0,2.4,1095.31,3698.46,,0.0,,4793.77,,0.0,,392.0,7,1,56683.14,0.3261,0,0,0,0,1,0.0,0.0,1.0,2,392,235,6,0.3165,34900.0,Debt Consolidation,48,0,None,,1.0253,1861.22,0.0976,1,3,4.99
63,1,Master,Married,Own,27.9,Alaska/Hawaii,0,Self-Employed,6.9,Government,Manual,69004.41,13847.28,0.0,13847.28,0,2.4,4005.63,1162.95,,,,373660.8,0.0,0.0,,370.0,5,2,28086.73,0.1514,0,0,0,0,0,0.0,1.0,2.0,3,508,291,4,0.328,20400.0,Personal,24,0,None,,0.2956,387.59,0.028,0,2,6.79
38,0,HS Diploma,Single,Rent,3.6,Northwest,0,Self-Employed,0.5,SME,Service,50432.02,28355.31,0.0,28355.31,1,0.5,7618.76,10356.7,,,11067.68,29043.14,0.0,0.0,8998.98,285.0,5,2,16351.52,0.0609,0,0,0,0,0,0.0,,0.0,0,445,325,3,0.3259,16300.0,Medical,60,0,Savings Account,20349.68,0.3232,1803.25,0.0636,0,2,7.7
42,3,HS Diploma,Divorced,Rent,2.5,Great Plains,1,Self-Employed,2.1,Government,Professional,166609.55,38504.11,1408.41,39912.52,1,1.3,50317.4,1827.22,,,20910.02,270948.28,0.0,,14279.46,306.0,9,2,200000.0,0.6745,3,2,2,0,0,0.0,0.0,5.0,5,351,210,5,0.1156,51600.0,Medical,24,0,Property,37536.63,0.3097,812.1,0.0203,0,4,29.04
52,1,HS Diploma,Single,Mortgage,2.3,Midwest,1,Full-Time,6.1,Non-Profit,Service,57153.61,14418.35,,16750.96,1,6.1,11112.37,1896.83,6178.94,0.0,12799.24,31987.38,0.0,,,564.0,8,3,141585.15,0.1049,0,0,0,0,0,0.0,0.0,0.0,0,564,385,4,0.5833,10600.0,Auto,84,0,None,,0.1855,673.02,0.0402,1,2,8.4
40,0,Bachelor,Widowed,Rent,4.8,Southeast,0,Self-Employed,1.6,Corporate,Service,34524.34,8689.69,0.0,8689.69,1,0.6,2442.39,3725.41,,,30594.59,36762.39,,0.0,0.0,327.0,6,2,17883.87,0.226,0,0,0,0,0,0.0,0.0,1.0,3,393,271,5,0.0645,14200.0,Education,12,0,None,,0.4113,416.41,0.0479,0,2,4.99
51,1,HS Diploma,Single,Rent,1.7,Northwest,0,Full-Time,11.5,Corporate,Professional,46103.03,16063.66,8000.0,24063.66,0,4.8,6985.79,1332.66,18435.85,0.0,14528.94,41283.24,,0.0,,502.0,11,6,15808.2,0.0187,0,0,0,0,0,0.0,0.0,0.0,2,502,200,9,0.3113,16000.0,Home Improvement,60,0,None,,0.347,758.04,0.0315,1,2,6.68
52,0,HS Diploma,Married,Rent,6.7,Southeast,0,Full-Time,3.6,Corporate,Technical,41353.08,22877.12,0.0,22877.12,0,2.6,17465.46,3831.8,,,37664.03,58961.29,,7822.75,,471.0,7,2,44449.9,0.1116,0,0,0,0,0,0.0,0.0,1.0,3,525,310,6,0.1066,55700.0,Debt Consolidation,36,0,None,,1.3469,1439.47,0.0629,1,2,4.99
40,0,Master,Married,Rent,21.5,Northeast,0,Full-Time,5.4,Government,Manual,97726.34,49782.38,,49782.38,1,3.0,17066.63,3513.46,89641.52,,28743.09,138964.7,,,0.0,9.0,2,1,7731.13,0.3247,0,0,0,0,0,0.0,0.0,0.0,2,32,13,2,0.2842,7700.0,Auto,24,0,None,0.0,0.0788,306.26,0.0062,1,0,4.99
44,2,HS Diploma,Married,Rent,1.1,Northeast,0,Part-Time,5.5,SME,Management,18542.58,20233.88,0.0,20233.88,0,4.4,2094.67,1131.46,0.0,,,7435.18,,0.0,,537.0,12,5,55354.49,0.3128,0,0,0,0,0,0.0,,1.0,3,537,239,8,0.1075,2500.0,Business,48,1,Property,4612.54,0.1348,438.8,0.0217,1,0,5.28
35,2,HS Diploma,Married,Mortgage,1.8,Mid-Atlantic,0,Part-Time,3.3,Corporate,Technical,44052.68,30627.38,978.48,31605.86,1,3.3,9962.14,4232.65,,699908.64,23786.41,737889.84,,15071.26,,88.0,3,1,11987.83,0.7863,1,0,0,1,0,1.0,,0.0,0,271,167,3,0.1509,7700.0,Debt Consolidation,24,0,Property,37991.45,0.1748,850.7,0.0269,0,4,4.99
45,0,Master,Married,Rent,2.5,Northwest,0,Unemployed,7.9,SME,Manual,64584.74,46261.06,0.0,46261.06,0,3.9,3243.39,3869.64,0.0,,16282.99,23396.02,,0.0,,433.0,11,4,78153.54,0.1064,0,0,0,0,0,0.0,0.0,2.0,8,433,195,7,0.4542,4900.0,Auto,48,0,Other,125097.24,0.0759,295.41,0.0064,0,1,4.99
34,0,HS Diploma,Married,Rent,3.4,Southwest,0,Full-Time,7.4,Corporate,Service,170191.23,50000.0,,50000.0,1,7.4,5407.51,9745.09,0.0,0.0,30084.84,45237.44,,0.0,,169.0,8,4,,0.0156,0,0,0,0,0,0.0,0.0,0.0,1,240,122,5,0.183,10600.0,Debt Consolidation,48,0,None,,0.0623,475.92,0.0095,0,1,9.56
44,1,Bachelor,Widowed,Rent,2.8,Mountain West,1,Full-Time,6.0,SME,Technical,224106.02,50000.0,0.0,50000.0,0,3.5,15062.73,7839.2,,,32999.06,244815.0,,5069.61,0.0,376.0,9,3,200000.0,0.789,0,0,0,0,1,2.0,1.0,2.0,2,376,149,4,0.2002,7800.0,Home Improvement,36,0,None,,0.0348,264.79,0.0053,0,4,6.77
46,0,PhD,Single,Mortgage,1.3,Midwest,0,Full-Time,3.2,Corporate,Sales,67472.81,36483.01,908.75,37391.76,1,0.5,16739.85,1374.73,,638413.31,12797.16,688647.3,205902.55,0.0,,,8,4,22209.25,0.4,0,0,0,0,0,0.0,0.0,1.0,4,588,385,7,0.4146,8600.0,Debt Consolidation,36,0,Property,29350.96,0.1275,775.06,0.0207,0,1,4.99
26,1,HS Diploma,Single,Rent,0.5,Southeast,1,Self-Employed,0.7,Corporate,Technical,33571.95,26202.56,,26202.56,1,0.7,2156.28,2091.67,,,9205.43,13453.38,,0.0,,191.0,7,2,,0.4497,0,0,0,0,0,0.0,0.0,0.0,1,191,94,7,0.1533,14800.0,Home Improvement,60,0,Vehicle,12728.65,0.4408,1054.05,0.0402,1,1,8.36
48,0,HS Diploma,Married,Mortgage,1.8,Midwest,0,Unemployed,4.1,Corporate,Management,101262.24,30397.35,0.0,30397.35,0,4.1,5563.35,2969.06,54997.08,70535.3,0.0,134064.79,0.0,0.0,,577.0,12,6,171506.42,0.0377,0,0,0,0,0,0.0,0.0,0.0,5,577,336,6,0.161,2800.0,Debt Consolidation,48,0,Vehicle,0.0,0.0277,324.65,0.0107,0,2,4.99
42,2,Master,Divorced,Own,14.8,Northwest,0,Self-Employed,8.4,Self,Technical,37038.21,19732.17,,21550.73,0,1.8,2925.99,4793.95,,82082.87,24997.1,114799.91,0.0,9915.56,0.0,271.0,7,3,27464.72,0.327,0,0,0,0,0,0.0,0.0,1.0,2,273,244,5,0.1803,6900.0,Personal,60,1,Vehicle,12254.16,0.1863,338.58,0.0157,0,0,4.99
45,1,No Diploma,Single,Mortgage,11.5,Mountain West,1,Full-Time,5.1,SME,Management,43551.86,45241.35,,53241.35,1,5.1,1229.77,6083.25,0.0,105866.5,18400.85,131580.37,0.0,6079.32,0.0,199.0,8,2,86962.84,0.4778,0,0,0,0,0,0.0,1.0,0.0,0,199,59,5,0.1881,4800.0,Education,24,0,Vehicle,10766.24,0.1102,287.04,0.0054,1,2,4.99
56,1,Bachelor,Married,Mortgage,8.1,Great Plains,1,Unemployed,5.4,SME,Management,104507.7,13221.77,5500.9,18722.67,1,2.2,17684.48,2909.73,,0.0,30738.1,1051332.31,0.0,5286.07,,303.0,10,1,66363.92,0.3062,0,0,0,0,0,0.0,0.0,1.0,2,303,90,10,0.481,56600.0,Medical,48,0,Vehicle,2593.56,0.5416,2829.79,0.1511,0,1,4.99
63,2,PhD,Married,Own,7.5,Mountain West,0,Full-Time,13.0,Government,Manual,82392.34,46627.41,0.0,46627.41,0,3.8,15303.47,2133.48,1515.44,269066.15,25734.64,313753.18,0.0,,,576.0,7,2,45497.19,0.2198,0,0,0,0,0,0.0,0.0,2.0,7,585,393,7,0.2986,22200.0,Other,48,1,None,0.0,0.2694,425.16,0.0091,1,0,4.99
35,3,HS Diploma,Divorced,Mortgage,2.4,Great Plains,1,Part-Time,1.1,SME,Manual,15000.0,4228.09,0.0,4228.09,0,1.1,578.13,231.91,,0.0,,41445.62,92597.25,,0.0,160.0,6,2,40542.77,0.6639,1,1,1,2,1,2.0,3.0,0.0,0,222,168,3,0.1492,15200.0,Debt Consolidation,60,1,None,,1.0133,829.09,0.1961,0,4,35.22
48,1,HS Diploma,Single,Rent,11.8,Midwest,1,Self-Employed,,SME,Service,37397.8,47908.42,0.0,47908.42,0,0.8,6914.05,1753.9,,,0.0,8667.95,0.0,,,579.0,11,4,85938.55,0.315,0,0,0,0,0,1.0,0.0,0.0,2,579,295,8,0.079,23700.0,Auto,36,0,Other,38943.82,0.6337,2755.81,0.0575,0,2,8.12
38,2,Some College,Married,Mortgage,4.9,Midwest,0,Full-Time,6.6,Corporate,Service,32630.71,36018.86,2177.82,38196.68,0,4.0,2282.73,4136.29,,0.0,35029.35,49407.66,0.0,5543.65,,217.0,7,2,32839.85,0.5307,0,0,0,0,0,0.0,0.0,0.0,2,217,189,6,0.3167,5300.0,Auto,84,0,Savings Account,20327.69,0.1624,999.67,0.0262,0,2,5.81
33,0,Bachelor,Single,Mortgage,6.4,Northwest,0,Self-Employed,17.1,Non-Profit,Service,34017.58,50000.0,5077.65,55077.65,1,7.4,5293.83,247.19,0.0,55334.17,0.0,60875.19,0.0,3354.33,,133.0,6,3,26288.51,0.3127,0,0,0,0,0,0.0,0.0,0.0,0,256,129,3,0.1129,27600.0,Education,36,0,None,0.0,0.8113,763.43,0.0139,0,0,4.99
57,0,HS Diploma,Married,Rent,4.8,Pacific Coast,0,Self-Employed,1.7,Corporate,Technical,46629.64,39106.48,,39106.48,0,1.0,28647.73,7647.0,0.0,,22334.35,58629.08,0.0,24822.49,,594.0,9,4,120165.9,0.4604,0,0,0,0,0,0.0,2.0,0.0,0,598,398,5,0.2341,13700.0,Debt Consolidation,60,0,Vehicle,0.0,0.2938,1523.22,0.039,0,1,4.99
39,3,HS Diploma,Married,Rent,0.7,Great Plains,0,Part-Time,3.2,Government,Professional,239044.09,50000.0,0.0,50000.0,1,2.5,24045.51,4110.69,,,0.0,105964.03,,0.0,,351.0,10,3,122975.04,0.1486,0,0,0,0,0,0.0,0.0,1.0,3,351,151,6,0.1557,16300.0,Debt Consolidation,36,0,Other,14525.49,0.0682,795.25,0.0159,0,0,4.99
45,1,No Diploma,Married,Mortgage,9.7,Alaska/Hawaii,1,Full-Time,8.2,Corporate,Professional,27747.82,29133.48,0.0,29133.48,1,5.9,1079.13,1682.31,,0.0,4804.77,7566.21,75173.62,0.0,,532.0,10,2,45489.42,0.1474,0,0,0,0,0,0.0,0.0,1.0,3,532,276,10,0.0881,10700.0,Medical,48,0,None,,0.3856,859.64,0.0295,1,1,4.99
27,2,Bachelor,Married,Rent,0.3,Northeast,0,Part-Time,5.3,Self,Sales,46042.33,35206.92,,35206.92,1,3.5,3190.48,11591.4,0.0,,15835.29,30617.17,,3652.19,0.0,366.0,7,3,67508.69,0.5102,0,0,0,0,0,0.0,0.0,2.0,4,458,299,3,0.1009,10700.0,Debt Consolidation,60,0,Vehicle,,0.2324,533.86,0.0152,0,0,8.52
27,1,HS Diploma,Married,Rent,4.9,Midwest,1,Retired,1.8,Self,Professional,33831.17,30638.68,0.0,30638.68,0,0.9,19904.89,3072.33,,,23066.18,78495.71,,0.0,42008.43,39.0,8,4,5889.23,0.5139,1,1,0,0,0,0.0,1.0,,1,55,31,7,0.6768,23500.0,Business,48,0,Vehicle,46587.69,0.6946,1265.1,0.0413,0,4,6.49
42,0,Bachelor,Married,Own,3.0,Northeast,0,Unemployed,5.3,Government,Sales,39043.72,12634.88,1748.74,14383.62,1,3.3,735.48,1249.56,,103809.91,0.0,105794.95,0.0,0.0,,362.0,7,3,127745.34,0.2345,0,0,0,0,0,0.0,2.0,0.0,0,478,268,2,0.3499,8300.0,Business,24,0,None,,0.2126,395.94,0.0275,0,2,4.99
35,0,Bachelor,Married,Rent,1.0,Mid-Atlantic,0,Retired,0.8,Corporate,Service,78511.12,50000.0,1370.02,51370.02,1,0.3,3884.31,4549.91,,0.0,34245.47,42679.69,,5016.08,,129.0,3,0,8601.17,0.3612,1,1,0,0,0,0.0,0.0,2.0,2,426,289,3,0.0608,15700.0,Education,48,0,Property,18384.17,0.2,854.86,0.0166,0,2,4.99
41,1,Bachelor,Single,Rent,1.0,Northwest,1,Retired,2.1,Government,Service,89309.36,29925.4,,35852.67,0,0.4,10295.52,2419.8,155292.39,,28776.72,196784.43,0.0,0.0,0.0,361.0,10,3,54274.18,,0,0,0,0,0,1.0,0.0,2.0,2,361,127,8,0.0479,10000.0,Other,60,1,Vehicle,29086.21,0.112,1075.63,0.03,0,2,6.75
22,1,No Diploma,Married,Mortgage,0.7,Alaska/Hawaii,1,Full-Time,0.2,Corporate,Technical,40650.74,20520.97,0.0,20520.97,0,0.2,17522.26,1538.57,29339.85,0.0,,48400.68,0.0,0.0,,21.0,4,2,9599.96,0.0353,0,0,0,0,0,0.0,0.0,1.0,1,140,98,2,0.1089,16100.0,Home Improvement,84,0,Savings Account,0.0,0.3961,1470.06,0.0716,1,1,4.99
40,2,Bachelor,Married,Mortgage,12.7,Northwest,0,Full-Time,1.6,Corporate,Service,35390.83,18736.55,1735.61,20472.16,1,0.4,14554.49,3592.46,,,,40546.76,,0.0,9145.6,,8,1,67672.13,0.7205,1,0,0,0,1,1.0,0.0,1.0,2,223,84,7,0.2793,8700.0,Auto,36,0,None,0.0,0.2458,568.36,0.0278,1,4,6.69
42,3,Some College,Married,Mortgage,2.8,Mid-Atlantic,1,Unemployed,4.3,Corporate,Service,39816.28,18460.72,0.0,18460.72,0,1.8,1522.45,5262.93,249207.12,63030.84,9782.45,328805.79,77356.76,0.0,,72.0,4,0,26870.0,0.8258,1,0,0,1,0,0.0,0.0,2.0,3,94,57,4,0.3337,31400.0,Auto,36,0,None,,0.7886,867.52,0.047,0,4,9.15
39,0,Master,Married,Rent,0.3,Southwest,0,Full-Time,18.6,Corporate,Sales,163696.81,36661.73,0.0,36661.73,0,8.9,4965.14,3046.96,0.0,,48190.48,56202.58,,12696.65,,288.0,7,1,65098.72,0.1757,0,0,0,0,0,1.0,5.0,3.0,3,302,206,6,0.2526,71000.0,Medical,60,0,None,,0.4337,1990.05,0.0543,1,3,5.64
21,0,PhD,Widowed,Mortgage,0.3,Southeast,0,Self-Employed,4.1,Corporate,Manual,23380.92,16882.63,2308.03,19190.66,0,1.1,16913.91,2508.01,,,22809.8,42231.72,0.0,,92252.47,534.0,14,7,84429.49,0.5867,0,0,0,0,0,0.0,0.0,2.0,2,534,211,7,0.1961,10700.0,Personal,60,0,None,,0.4576,978.51,0.051,0,0,6.69
59,0,Bachelor,Married,Living with Family,10.5,Alaska/Hawaii,0,Self-Employed,3.2,Corporate,Manual,37571.39,50000.0,0.0,50000.0,0,0.8,6658.06,307.34,304217.92,,47403.92,358587.24,0.0,14358.35,,278.0,6,1,15289.22,0.7558,2,0,0,0,1,0.0,,1.0,1,451,303,6,0.0758,4200.0,Debt Consolidation,60,0,None,,0.1118,450.64,0.009,1,4,6.4
43,2,Some College,Divorced,Rent,1.3,Midwest,1,Full-Time,7.2,Government,Technical,58421.24,26020.91,,26020.91,1,3.8,15682.26,7925.78,,,16380.92,39988.96,,,51611.43,536.0,8,3,38581.99,0.1254,0,0,0,0,0,0.0,1.0,0.0,1,552,372,6,0.2999,5600.0,Business,36,0,None,0.0,0.0959,392.2,0.0151,1,1,4.99
49,1,HS Diploma,Married,Rent,0.3,Northwest,1,Full-Time,15.8,Government,Service,53669.26,50000.0,,50366.33,0,13.6,338.58,2563.99,,,41831.17,51276.25,,11573.47,,441.0,5,3,39746.66,0.8185,1,1,0,0,1,1.0,0.0,2.0,2,577,388,2,0.3672,38600.0,Debt Consolidation,60,0,Property,25542.63,0.7192,1677.84,0.0333,0,4,7.05
51,1,HS Diploma,Married,Own,4.9,Mid-Atlantic,1,Full-Time,3.3,Corporate,Service,48778.75,47866.24,,49627.96,0,3.3,5237.06,2217.64,0.0,,12082.18,89824.96,0.0,0.0,,,9,3,80886.98,0.4341,0,0,0,0,0,0.0,0.0,1.0,2,431,217,6,0.403,6700.0,Auto,60,1,None,,0.1374,419.4,0.0085,0,1,5.39
35,0,HS Diploma,Married,Mortgage,6.5,Southeast,0,Self-Employed,2.3,Corporate,Management,33150.52,10833.65,0.0,10833.65,0,2.3,26342.14,7908.4,0.0,0.0,12422.08,46672.62,0.0,7095.15,0.0,355.0,9,3,98362.53,0.1974,0,0,0,0,0,0.0,1.0,0.0,2,355,166,4,0.3259,14300.0,Home Improvement,48,0,Property,0.0,0.4314,471.87,0.0436,0,2,4.99
53,1,Bachelor,Married,Own,6.6,Northwest,0,Full-Time,12.5,Non-Profit,Sales,67853.08,17940.85,0.0,17940.85,1,7.4,12577.92,3480.65,,,,365756.64,0.0,0.0,,439.0,7,2,191332.95,0.7715,1,0,0,0,0,0.0,0.0,2.0,2,501,344,3,0.0427,100000.0,Home Improvement,24,1,Vehicle,12282.28,1.4738,1055.14,0.0588,0,2,4.99
45,2,Bachelor,Married,Rent,2.7,Midwest,1,Part-Time,6.7,Non-Profit,Service,104027.25,38459.57,0.0,38459.57,0,3.3,38471.06,5279.03,,,0.0,48497.45,,0.0,,535.0,7,4,200000.0,0.5038,0,0,0,0,0,0.0,0.0,1.0,3,575,344,2,0.206,17200.0,Other,84,0,Vehicle,0.0,0.1653,590.06,0.0153,1,0,4.99
45,1,Bachelor,Married,Living with Family,8.3,Midwest,1,Self-Employed,13.2,Corporate,Manual,54335.67,18044.13,2022.77,20066.9,1,6.6,3021.4,2421.16,,,,53780.03,0.0,14615.97,,274.0,9,4,113624.83,0.573,2,1,0,1,1,0.0,0.0,1.0,1,339,201,4,0.5338,23300.0,Medical,60,0,None,,0.4288,1440.49,0.0718,0,4,10.83
49,0,HS Diploma,Divorced,Rent,14.3,Mountain West,0,Self-Employed,2.9,Non-Profit,Service,37869.16,20019.92,,20608.52,1,1.6,2899.83,1532.22,,,7540.37,11972.42,0.0,0.0,,,8,2,175423.4,0.5533,1,0,0,0,0,0.0,0.0,0.0,1,554,336,4,0.2551,19100.0,Other,60,1,Savings Account,12392.08,0.5044,568.51,0.0276,0,3,4.99
42,1,Bachelor,Married,Mortgage,5.8,Southwest,1,Full-Time,5.4,SME,Manual,15595.08,12458.0,0.0,12458.0,0,3.0,20799.36,488.06,13701.85,0.0,0.0,34989.27,,0.0,8269.03,198.0,5,1,22076.31,0.6061,1,0,0,0,0,0.0,0.0,1.0,1,375,271,4,0.3418,21000.0,Medical,24,1,Vehicle,0.0,1.3466,394.31,0.0317,0,3,7.52
47,1,Some College,Single,Mortgage,0.7,Northeast,1,Full-Time,5.6,Self,Manual,54553.03,11905.01,,11905.01,0,4.5,3761.17,12074.13,137701.13,327133.13,7322.48,487992.04,126868.25,,,165.0,1,0,28240.45,0.6935,2,1,1,1,0,0.0,0.0,3.0,5,576,371,1,0.2623,10900.0,Business,36,0,Savings Account,21262.58,0.1998,180.84,0.0152,1,4,13.27
28,1,HS Diploma,Married,Mortgage,0.2,Northwest,0,Full-Time,3.0,SME,Service,37449.89,11810.06,0.0,11810.06,1,2.3,5479.51,14426.11,0.0,252007.77,9955.53,281868.92,0.0,,,268.0,7,3,19252.18,0.4039,0,0,0,0,0,0.0,0.0,0.0,1,268,116,6,0.3227,17000.0,Education,24,0,None,,0.4539,615.67,0.0521,1,1,4.99
24,3,HS Diploma,Married,Mortgage,1.2,Mountain West,1,Full-Time,,Corporate,Management,61543.94,39314.75,,40396.62,1,0.9,6204.42,2573.49,3906.31,104103.53,5386.61,122174.36,137930.49,0.0,,58.0,6,3,,0.1764,0,0,0,0,0,0.0,1.0,1.0,4,58,43,4,0.1063,18400.0,Business,60,1,Vehicle,,0.299,1742.82,0.0431,1,2,7.49
31,1,HS Diploma,Married,Rent,0.5,Northwest,1,Self-Employed,3.7,Self,Professional,58342.24,8298.59,849.31,9147.9,1,2.1,8747.61,2659.41,3670.77,,,24705.71,,0.0,,35.0,6,1,49732.8,0.03,0,0,0,0,0,0.0,0.0,1.0,2,113,89,3,0.1711,9100.0,Debt Consolidation,60,1,None,,0.156,795.15,0.0869,0,2,6.5
39,0,HS Diploma,Married,Rent,0.9,Mountain West,0,Full-Time,29.8,SME,Service,27558.42,3687.06,,4377.17,0,18.7,5241.88,4890.07,14341.01,,27858.51,52331.47,,0.0,0.0,104.0,9,4,30382.15,0.0996,0,0,0,0,0,0.0,0.0,1.0,3,134,64,5,0.0313,5400.0,Debt Consolidation,48,0,Property,19545.0,0.1959,265.1,0.0606,1,2,6.31
48,0,Bachelor,Married,Own,8.9,Great Plains,0,Full-Time,5.3,Corporate,Service,62833.33,11052.79,0.0,11052.79,1,2.1,27582.25,9034.89,,423562.95,17259.83,477439.92,,0.0,,240.0,7,2,37227.39,0.1986,0,0,0,0,0,0.0,0.0,0.0,0,313,207,6,0.2591,9500.0,Medical,60,0,None,,0.1512,927.43,0.0839,1,2,4.99
51,1,HS Diploma,Divorced,Living with Family,12.2,Pacific Coast,0,Retired,17.2,Government,Technical,20483.04,17464.55,0.0,17464.55,1,11.2,6406.97,1151.99,,0.0,,44316.18,,7819.58,,,9,2,56491.25,0.3447,0,0,0,0,0,0.0,0.0,1.0,3,481,280,8,0.0577,8500.0,Medical,36,0,None,0.0,0.415,197.24,0.0113,0,0,9.02
32,1,HS Diploma,Single,Rent,0.0,Great Plains,0,Self-Employed,1.2,Government,Technical,56507.13,35027.83,,35027.83,1,0.9,67293.7,7767.51,0.0,,24471.15,99532.36,,,,481.0,11,3,54096.52,0.3272,0,0,0,0,0,0.0,0.0,0.0,0,481,213,10,0.2375,3000.0,Auto,60,1,Savings Account,,0.0531,669.08,0.0191,0,0,9.54
50,3,Bachelor,Single,Rent,3.7,Great Plains,0,Full-Time,1.2,Self,Technical,82755.73,46852.32,0.0,46852.32,1,0.2,13558.0,4130.08,7632.74,,0.0,25320.82,,0.0,,327.0,6,2,20232.38,0.2594,0,0,0,0,0,0.0,0.0,1.0,2,508,287,5,0.1019,28200.0,Debt Consolidation,60,0,None,,0.3408,2256.73,0.0482,1,2,4.99
64,1,Bachelor,Married,Living with Family,7.5,Mid-Atlantic,1,Self-Employed,8.9,Self,Sales,51288.56,20331.35,1135.38,21466.73,1,4.8,12113.29,2204.88,7565.49,,27174.19,49057.85,,,,579.0,8,2,108166.59,0.5898,0,0,0,0,1,1.0,1.0,2.0,2,589,376,6,0.4133,11100.0,Education,36,0,None,,0.2164,275.3,0.0128,1,4,6.4
21,0,Bachelor,Divorced,Rent,0.1,Alaska/Hawaii,0,Full-Time,6.7,Corporate,Professional,85433.28,14322.73,978.03,15300.76,1,2.3,1985.5,7342.02,0.0,,20992.62,30320.14,,3539.41,,,5,2,,0.2785,0,0,0,0,0,0.0,0.0,3.0,3,28,12,2,0.4146,72600.0,Debt Consolidation,36,0,None,0.0,0.8498,4598.98,0.3006,0,3,5.1
43,4,PhD,Married,Own,3.1,Northwest,2,Full-Time,6.1,Corporate,Sales,76420.32,31665.64,0.0,31665.64,1,1.5,10568.5,1222.48,48935.96,149049.57,0.0,209776.51,0.0,0.0,0.0,183.0,6,0,44067.86,,0,0,0,0,0,0.0,0.0,0.0,0,214,177,6,0.2886,33700.0,Medical,36,0,Vehicle,0.0,0.441,780.53,0.0246,1,1,5.51
42,2,HS Diploma,Married,Mortgage,1.4,Mid-Atlantic,1,Full-Time,15.0,Corporate,Technical,22757.65,39120.39,0.0,39120.39,1,10.5,3584.25,3060.77,0.0,76274.61,,125911.33,0.0,,9119.27,322.0,8,5,6761.01,0.845,1,0,0,0,0,0.0,0.0,1.0,1,348,234,7,0.0654,12600.0,Medical,24,0,Other,,0.5537,304.4,0.0078,0,3,7.41
45,1,HS Diploma,Single,Rent,3.0,Alaska/Hawaii,1,Part-Time,0.1,Corporate,Service,22726.52,17294.64,0.0,17294.64,1,0.1,749.74,2975.17,,0.0,24455.6,28180.51,,,,594.0,9,4,70862.61,0.3081,0,0,0,0,0,0.0,0.0,1.0,1,594,393,7,0.3745,12300.0,Business,36,1,None,,0.5412,699.6,0.0405,0,0,5.17
43,2,Some College,Single,Mortgage,1.9,Mid-Atlantic,0,Full-Time,8.3,SME,Professional,191916.87,50000.0,0.0,50000.0,1,4.9,5863.92,3675.99,637103.45,,12309.53,938209.24,150484.63,3388.11,,337.0,8,2,148340.63,0.2217,0,0,0,0,0,0.0,0.0,0.0,1,337,181,4,0.4255,8500.0,Business,36,1,Vehicle,0.0,0.0443,476.05,0.0095,0,0,4.99
31,1,HS Diploma,Single,Mortgage,3.3,Northwest,1,Part-Time,0.3,SME,Service,57249.2,38073.62,2562.84,40636.46,1,0.3,18572.73,5034.18,0.0,,10888.58,402071.71,,,0.0,288.0,7,2,43949.78,0.5546,0,0,0,0,0,0.0,0.0,3.0,3,288,188,6,0.0845,28100.0,Home Improvement,36,0,Other,139175.56,0.4908,484.85,0.0119,1,0,4.99
48,0,Bachelor,Divorced,Rent,1.6,Alaska/Hawaii,0,Full-Time,10.4,SME,Sales,107283.11,50000.0,0.0,50000.0,0,5.1,23559.74,3568.38,1051.71,,,62838.72,,6021.46,,,7,1,106046.23,0.5897,1,0,0,0,0,0.0,0.0,3.0,3,409,308,6,0.7374,19200.0,Home Improvement,24,0,Vehicle,21957.7,0.179,484.58,0.0097,1,4,9.5
